Fox_lodging_Frances,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
96.95,30.0,-6.7,1010.3,300.0,1.5
95.14,30.6,-7.8,1009.8,360.0,2.1
104.68,30.6,-8.9,1009.2,360.0,2.1
113.92,29.4,-10.0,1009.3,310.0,2.6
114.79,28.9,-8.3,1009.4,340.0,2.6
106.56,28.3,-8.9,1009.9,330.0,2.1
102.83,25.0,-5.6,1010.4,0.0,0.0
89.35,22.8,-2.8,1011.413905088622,0.0,0.0
89.76,22.2,-3.3,1010.8,0.0,0.0
88.24,19.4,-1.7,1010.8,100.0,3.1
88.71,18.3,-2.2,1011.0,90.0,2.6
87.89,18.9,-2.2,1010.8,80.0,4.1
87.86,18.3,-1.7,1010.6,70.0,3.6
89.09,17.2,-2.8,1011.1,60.0,3.1
88.62,16.7,-2.8,1011.2,100.0,2.1
87.97,15.0,-3.3,1011.6,100.0,3.1
87.72,14.4,-3.3,1012.0,80.0,4.1
101.25,15.6,-2.8,1013.0,90.0,3.6
103.55,18.9,-3.3,1013.7,120.0,3.1
105.59,22.2,-5.6,1014.1,120.0,3.6
108.66,22.8,-5.6,1014.1,130.0,1.5
97.04,24.4,-5.6,1013.9,0.0,0.0
94.38,25.6,-5.6,1013.0,80.0,1.5
93.92,26.1,-6.1,1011.9,0.0,0.0
94.27,26.7,-6.1,1011.2,0.0,0.0
91.68,26.7,-5.6,1010.8,120.0,1.5
101.48,26.7,-5.6,1010.5,70.0,2.1
93.52,26.1,-5.6,1010.7,350.0,3.1
91.32,25.6,-5.6,1011.3,350.0,2.6
91.94,25.6,-3.9,1011.9,330.0,2.6
91.88,23.3,-2.8,1012.1,0.0,0.0
89.97,22.2,-2.2,1012.3,0.0,0.0
89.97,21.1,-1.1,1012.4,100.0,1.5
90.23,20.6,-0.6,1012.4,110.0,2.1
90.07,19.4,0.6,1012.4,80.0,2.6
89.51,18.9,-0.6,1012.2,100.0,2.6
90.14,18.3,-0.6,1011.8,80.0,4.6
90.1,18.3,0.6,1011.3,80.0,4.6
90.95,17.8,0.0,1011.1,90.0,4.1
90.29,17.8,1.1,1011.2,90.0,3.1
88.87,17.2,0.0,1011.3,80.0,4.1
89.51,17.2,0.6,1011.3,90.0,3.1
89.86,18.3,0.0,1011.9,110.0,3.6
91.32,20.0,0.0,1011.9,90.0,3.1
93.58,22.2,0.0,1011.7,0.0,0.0
93.14,22.8,0.6,1010.7,0.0,0.0
93.0,24.4,0.6,1009.5,0.0,2.1
94.96,25.0,0.6,1008.2,140.0,1.5
103.24,26.1,0.0,1007.2,230.0,3.6
90.01,26.1,1.7,1006.4,240.0,6.2
88.48,25.6,-1.1,1005.9,270.0,9.8
90.99,25.0,0.6,1006.1,260.0,6.7
90.23,23.3,1.7,1006.2,240.0,4.6
90.9,22.8,0.6,1006.6,270.0,7.2
90.7,21.1,3.9,1007.5,260.0,6.2
89.62,19.4,5.6,1008.2,220.0,4.6
90.24,18.3,4.4,1008.4,240.0,4.1
89.31,17.8,1.7,1008.7,230.0,3.6
89.9,17.8,-0.6,1009.0,270.0,3.6
89.74,16.7,-1.1,1009.4,260.0,4.1
92.14,15.0,-1.1,1008.9,250.0,3.1
92.13,14.4,-1.7,1008.4,280.0,3.1
95.49,12.2,-1.1,1008.2,240.0,2.1
103.11,13.3,-1.7,1008.6,300.0,1.5
98.52,12.2,-1.1,1008.8,0.0,0.0
92.02,13.3,-0.6,1009.1,180.0,2.1
92.81,15.0,-1.1,1009.2,120.0,1.5
90.72,16.1,-2.2,1009.0,270.0,1.5
90.45,18.3,-2.8,1008.8,0.0,0.0
92.49,20.0,-5.0,1007.9,0.0,1.5
92.22,20.0,-3.9,1006.6,280.0,2.6
90.93,19.4,-2.8,1005.5,0.0,0.0
91.22,21.1,-2.2,1004.9,270.0,6.7
91.43,20.0,-3.3,1004.5,280.0,6.2
100.16,20.0,-3.9,1004.2,250.0,6.7
114.53,18.3,-3.9,1004.0,270.0,6.7
128.16,17.2,-2.2,1004.1,270.0,6.2
99.66,16.1,-1.1,1004.1,290.0,6.2
88.47,15.6,0.0,1004.3,270.0,5.7
90.78,14.4,1.1,1004.9,260.0,5.1
93.53,14.4,0.6,1004.5,270.0,6.2
91.91,13.9,1.1,1004.5,270.0,5.1
33.95,13.3,0.6,1005.1,260.0,5.1
33.95,13.3,0.6,1005.4,310.0,3.6
33.95,12.8,0.6,1005.0,260.0,5.7
33.95,11.7,1.1,1005.1,250.0,2.1
63.56,11.7,0.6,1005.5,350.0,3.1
103.14,11.1,1.1,1006.4,0.0,0.0
103.42,11.1,1.1,1006.7,0.0,0.0
93.62,11.7,1.7,1007.5,10.0,2.1
91.59,12.2,1.1,1008.2,320.0,3.6
90.28,13.9,1.1,1008.7,260.0,4.6
91.22,15.0,1.1,1008.8,300.0,3.6
90.56,16.7,1.1,1008.7,260.0,3.6
91.09,18.3,0.0,1007.8,270.0,4.1
90.19,20.0,-0.6,1006.6,230.0,5.7
90.37,20.0,-2.8,1006.0,280.0,3.1
101.85,21.7,-3.9,1005.9,260.0,4.1
105.88,22.2,-3.3,1006.0,270.0,4.6
115.13,21.7,-2.8,1006.0,240.0,5.1
112.3,20.6,-2.2,1006.8,240.0,4.1
96.53,19.4,-2.8,1007.3,210.0,2.6
88.03,18.9,-2.8,1008.0,250.0,3.1
89.85,17.2,-2.2,1008.4,240.0,2.1
89.16,17.2,-3.9,1008.3,260.0,4.6
87.99,17.2,-3.9,1008.2,300.0,3.1
40.14,16.7,-2.8,1008.5,0.0,0.0
40.14,13.9,-0.6,1009.0,80.0,2.1
40.14,13.3,-0.6,1009.4,0.0,0.0
40.14,13.3,-1.1,1009.5,110.0,2.6
73.22,11.1,0.0,1009.9,110.0,3.1
102.01,11.1,-0.6,1010.6,100.0,2.1
98.83,11.7,-0.6,1011.9,70.0,2.1
93.02,12.8,0.6,1012.4,100.0,1.5
93.91,15.0,-0.6,1013.6,70.0,3.6
92.66,16.7,-0.6,1013.7,70.0,1.5
93.72,19.4,-1.7,1013.6,70.0,1.5
94.01,21.7,-2.2,1013.6,70.0,1.5
93.47,22.8,-3.3,1012.6,70.0,2.1
91.7,23.9,-3.9,1011.5,70.0,1.5
92.41,25.6,-5.6,1010.9,270.0,3.6
100.2,26.1,-5.6,1010.6,220.0,2.1
103.44,25.6,-6.1,1010.6,220.0,2.6
112.2,25.0,-6.7,1010.6,0.0,0.0
112.36,23.3,-6.1,1011.0,250.0,2.6
110.46,22.2,-5.6,1011.8,210.0,1.5
90.63,21.1,-6.7,1012.4,0.0,0.0
88.75,18.9,-3.9,1012.8,0.0,0.0
90.35,18.9,-3.3,1013.0,110.0,3.1
87.62,17.2,-2.2,1013.6,80.0,3.6
88.79,16.1,-1.1,1013.9,90.0,4.1
90.16,16.1,-1.7,1014.0,90.0,2.6
87.86,15.0,-1.7,1013.7,0.0,0.0
88.35,14.4,-3.3,1013.2,90.0,2.6
94.63,13.9,-2.2,1013.3,0.0,0.0
105.51,13.9,-1.1,1014.1,0.0,0.0
101.72,12.8,-0.6,1014.2,110.0,2.6
91.73,15.0,-1.7,1014.9,100.0,2.1
93.02,18.3,-1.7,1015.6,100.0,2.6
91.95,20.6,-2.2,1015.8,100.0,3.1
92.74,22.8,-2.8,1016.1,140.0,2.1
91.51,25.0,-3.9,1015.6,130.0,2.1
93.97,27.2,-5.0,1014.8,190.0,3.1
96.05,27.8,-7.2,1013.8,0.0,0.0
109.02,28.3,-7.2,1012.8,330.0,2.6
92.2,28.9,-7.8,1012.2,0.0,0.0
93.1,28.9,-7.2,1012.0,230.0,1.5
105.45,28.3,-8.9,1012.2,280.0,1.5
105.79,27.2,-7.8,1012.7,250.0,2.6
102.6,27.2,-6.7,1012.9,250.0,1.5
103.63,22.8,-4.4,1013.1,0.0,0.0
103.23,21.7,-3.9,1013.5,90.0,2.1
99.1,20.6,-5.0,1013.5,100.0,3.6
90.2,19.4,-4.4,1013.8,120.0,1.5
89.52,17.8,-3.3,1013.8,110.0,2.1
87.88,16.7,-2.8,1013.8,80.0,1.5
87.17,16.1,-2.2,1013.3,90.0,2.1
87.85,15.6,-2.8,1013.2,130.0,2.6
98.4,15.6,-3.3,1012.8,100.0,3.6
103.09,15.0,-3.3,1012.9,120.0,3.1
100.48,15.0,-2.2,1013.3,100.0,3.1
91.75,16.1,-1.7,1013.7,90.0,4.1
94.26,19.4,-4.4,1014.0,150.0,3.6
92.73,21.1,-2.2,1013.8,120.0,3.6
93.66,23.9,-3.3,1013.3,120.0,5.1
93.16,25.0,-3.9,1012.4,130.0,3.1
95.23,26.1,-3.9,1011.6,0.0,0.0
93.89,27.8,-3.9,1010.3,150.0,2.6
95.3,28.3,-5.0,1009.5,280.0,3.6
94.16,29.4,-5.6,1008.9,260.0,3.6
98.14,27.8,-5.6,1008.5,280.0,3.6
105.94,27.2,-5.6,1008.3,300.0,3.6
106.59,26.7,-5.0,1008.4,240.0,3.1
106.44,25.6,-5.6,1008.4,260.0,3.1
97.3,22.8,-5.0,1008.1,250.0,1.5
89.65,22.2,-3.9,1008.3,120.0,2.6
89.2,20.6,-3.3,1008.9,0.0,0.0
88.65,21.7,-1.7,1008.9,210.0,6.7
88.4,20.0,2.8,1009.6,240.0,9.3
88.36,17.2,5.0,1010.7,270.0,15.4
87.9,16.1,2.2,1011.1,270.0,6.7
88.29,15.0,2.2,1011.9,270.0,5.7
87.28,13.9,0.6,1012.7,250.0,3.6
94.36,13.3,0.0,1013.4,250.0,3.1
103.34,11.7,0.6,1014.4,190.0,2.1
95.91,13.3,-0.6,1014.8,200.0,2.6
92.7,15.0,-0.6,1016.0,240.0,2.1
91.19,15.6,-0.6,1016.5,240.0,3.1
91.86,16.1,-1.1,1016.9,300.0,5.7
94.39,17.8,-1.1,1016.5,270.0,4.6
109.13,18.9,-1.1,1016.2,260.0,4.1
106.09,19.4,-1.1,1015.5,270.0,6.2
92.79,19.4,-1.7,1014.9,290.0,4.6
92.87,21.7,-1.7,1014.4,260.0,5.7
95.96,21.7,-2.8,1014.4,280.0,7.2
108.69,21.1,-3.3,1014.9,260.0,5.7
99.14,20.6,-3.3,1014.9,250.0,3.6
89.81,18.9,-2.8,1015.4,180.0,1.5
89.52,18.3,-1.7,1015.8,160.0,2.6
88.97,17.2,-1.1,1016.1,110.0,1.5
89.16,16.1,-0.6,1016.2,90.0,2.1
89.02,15.6,0.0,1016.6,80.0,3.6
89.24,14.4,0.0,1016.8,80.0,3.6
88.69,13.9,0.6,1016.7,100.0,3.1
88.62,12.8,0.6,1016.5,100.0,3.6
88.9,12.2,0.0,1016.1,90.0,4.1
88.91,11.7,0.0,1016.0,100.0,4.1
91.12,11.1,0.0,1016.2,110.0,3.6
95.21,11.1,0.0,1016.6,110.0,3.6
100.21,12.2,0.0,1017.6,90.0,4.1
91.68,15.0,-1.1,1017.8,110.0,2.6
91.2,17.2,-1.1,1018.2,110.0,1.5
91.36,18.9,-1.7,1018.0,0.0,0.0
91.23,20.6,-1.7,1017.2,0.0,0.0
91.98,21.7,-2.2,1016.3,0.0,1.5
91.29,22.8,-2.2,1014.9,0.0,2.1
86.96,23.9,-2.8,1013.8,0.0,1.5
85.39,25.6,-2.8,1013.1,210.0,2.6
88.12,23.9,-3.3,1013.2,280.0,4.1
88.11,23.9,-2.2,1013.1,320.0,3.6
87.69,23.3,-1.7,1013.1,270.0,3.6
88.22,22.8,-1.7,1013.7,290.0,3.1
87.83,20.6,0.0,1013.8,220.0,1.5
88.36,19.4,0.6,1014.0,0.0,0.0
89.78,19.4,0.6,1013.9,0.0,0.0
89.58,17.8,1.1,1013.9,110.0,2.1
89.49,17.2,1.1,1013.8,80.0,2.6
89.85,16.1,1.1,1013.8,80.0,3.1
90.27,14.4,1.7,1013.7,110.0,2.6
96.4,14.4,0.6,1013.7,90.0,2.6
104.28,13.9,0.0,1014.1,90.0,2.1
100.49,12.8,1.1,1014.3,100.0,3.1
92.41,13.3,0.6,1014.8,80.0,2.1
94.73,14.4,0.6,1015.0,100.0,3.6
93.37,17.2,1.7,1015.1,120.0,4.6
92.0,19.4,2.2,1015.5,0.0,0.0
93.41,21.1,1.7,1015.6,0.0,2.1
93.06,22.8,1.7,1015.1,0.0,2.6
92.11,23.3,1.7,1013.9,320.0,2.1
91.97,24.4,1.7,1012.6,290.0,2.6
91.81,25.6,2.2,1011.9,290.0,3.1
92.91,26.1,2.8,1011.4,280.0,6.7
112.5,25.0,2.8,1011.5,260.0,6.2
110.5,24.4,2.8,1011.6,290.0,5.1
106.34,23.3,2.8,1012.1,230.0,3.6
100.33,22.2,3.3,1012.5,210.0,2.1
88.54,22.2,3.3,1013.0,0.0,0.0
89.48,20.6,3.3,1013.6,0.0,0.0
90.29,20.0,3.3,1013.6,250.0,1.5
89.73,17.8,3.9,1013.4,210.0,1.5
90.45,17.8,3.9,1013.5,80.0,2.6
88.94,16.7,3.9,1014.0,80.0,1.5
90.18,15.6,3.3,1013.8,90.0,2.6
95.54,14.4,3.9,1013.6,100.0,2.1
102.96,15.0,3.3,1013.9,0.0,0.0
104.48,14.4,3.3,1014.4,90.0,2.1
91.06,13.3,3.9,1015.0,0.0,0.0
92.17,15.0,4.4,1015.5,0.0,0.0
91.13,17.8,3.9,1016.1,0.0,0.0
91.37,20.6,3.9,1016.3,190.0,1.5
98.43,22.8,3.3,1015.8,0.0,0.0
109.25,24.4,1.7,1015.2,300.0,2.1
110.58,26.7,-1.7,1013.9,300.0,1.5
97.1,27.8,-3.3,1012.8,300.0,2.6
94.89,28.9,-5.0,1011.9,310.0,3.1
100.99,29.4,-5.0,1011.4,270.0,1.5
105.98,28.9,-6.1,1010.9,250.0,4.1
112.2,27.8,-6.1,1010.8,230.0,4.1
106.93,26.1,-6.1,1010.9,240.0,3.6
104.93,24.4,-5.6,1011.0,250.0,3.6
106.04,22.8,-4.4,1011.1,230.0,2.6
103.67,23.3,-5.6,1011.3,290.0,2.6
91.47,21.1,-3.9,1011.6,270.0,3.1
90.33,18.9,-3.3,1011.8,230.0,3.1
90.82,18.3,-5.0,1011.8,250.0,3.1
91.07,17.2,-4.4,1012.0,240.0,2.6
91.01,16.7,-4.4,1011.9,270.0,1.5
100.1,15.0,-2.8,1011.9,0.0,0.0
105.15,14.4,-2.2,1012.2,90.0,2.6
103.24,13.9,-2.2,1012.7,120.0,1.5
91.94,15.0,-5.0,1013.2,110.0,2.1
92.55,16.7,-3.9,1013.9,80.0,1.5
92.03,20.0,-5.0,1014.0,100.0,3.6
92.38,23.3,-6.1,1014.0,90.0,3.1
93.68,25.6,-6.1,1013.6,90.0,2.6
93.97,27.2,-7.2,1012.9,0.0,0.0
94.9,27.8,-7.2,1011.9,0.0,0.0
95.08,29.4,-8.3,1010.7,190.0,2.1
99.35,29.4,-10.0,1010.0,0.0,0.0
105.26,29.4,-10.0,1009.4,0.0,0.0
105.31,30.0,-8.9,1008.9,260.0,3.1
117.38,29.4,-7.8,1008.8,260.0,4.1
109.37,28.3,-9.4,1008.9,250.0,3.1
103.29,25.0,-6.7,1009.3,210.0,1.5
90.86,23.3,-5.0,1009.5,0.0,0.0
91.23,25.0,-5.6,1009.3,320.0,1.5
90.62,21.7,-4.4,1009.5,0.0,0.0
91.34,19.4,-3.3,1009.5,190.0,1.5
90.19,18.9,-2.2,1009.4,120.0,2.1
88.79,18.3,-2.8,1009.5,110.0,2.6
90.09,17.8,-3.3,1009.3,0.0,0.0
99.7,16.1,-2.2,1009.4,110.0,2.1
103.06,15.6,-3.9,1009.8,140.0,3.1
96.22,15.0,-4.4,1010.0,90.0,2.6
90.25,15.0,-3.3,1010.4,100.0,2.6
91.07,16.7,-3.9,1011.2,120.0,2.6
90.25,18.9,-4.4,1011.7,120.0,3.6
91.4,21.7,-5.0,1011.3,100.0,3.1
93.45,25.0,-5.0,1010.9,150.0,2.1
95.69,26.1,-5.0,1010.5,90.0,2.1
99.05,27.8,-6.1,1009.4,150.0,1.5
96.89,28.9,-7.8,1008.1,290.0,2.6
100.48,29.4,-8.9,1007.3,330.0,2.6
105.51,30.0,-8.9,1006.7,260.0,4.1
101.11,30.0,-9.4,1006.5,300.0,4.1
108.21,29.4,-10.0,1006.4,270.0,5.1
106.17,28.3,-9.4,1006.3,250.0,3.1
100.73,25.0,-6.7,1006.8,200.0,2.1
99.62,24.4,-6.7,1007.3,230.0,1.5
92.32,21.7,-3.9,1007.6,250.0,2.1
89.11,21.1,-3.9,1008.0,0.0,0.0
87.27,19.4,-3.9,1008.1,100.0,3.1
88.65,18.3,-3.3,1008.0,110.0,1.5
86.99,16.7,-3.9,1008.3,100.0,3.6
88.03,16.7,-3.3,1008.1,100.0,1.5
92.35,15.6,-3.3,1008.3,100.0,2.6
100.82,15.0,-3.9,1008.5,90.0,3.1
90.22,14.4,-3.9,1008.6,100.0,3.1
90.65,13.9,-4.4,1009.4,90.0,3.6
90.91,16.1,-3.9,1010.3,100.0,2.6
91.66,19.4,-5.0,1010.9,90.0,3.6
93.15,22.2,-4.4,1011.3,130.0,2.6
93.58,24.4,-5.6,1011.2,0.0,0.0
96.2,26.1,-7.2,1010.8,0.0,1.5
95.37,27.8,-6.7,1010.2,300.0,2.6
96.11,29.4,-7.2,1009.1,300.0,1.5
98.82,30.6,-6.1,1008.3,300.0,4.1
103.12,31.7,-5.6,1007.9,280.0,6.2
115.06,31.1,-6.7,1007.6,260.0,5.1
114.21,30.6,-7.2,1007.7,270.0,6.2
108.34,28.9,-6.1,1007.9,240.0,3.1
92.04,26.1,-4.4,1008.4,220.0,2.1
88.86,26.1,-4.4,1009.2,220.0,1.5
88.87,26.1,-4.4,1009.6,300.0,2.1
89.85,25.6,-2.8,1009.9,310.0,2.6
88.83,23.9,-2.8,1010.0,310.0,2.1
89.15,22.8,-0.6,1010.1,320.0,4.1
89.46,19.4,-0.6,1010.3,0.0,0.0
88.85,18.9,0.6,1010.5,120.0,1.5
89.2,17.8,1.1,1010.5,90.0,2.6
90.0,16.1,0.6,1011.0,100.0,3.6
99.43,16.1,-1.1,1011.7,100.0,2.1
101.85,15.6,0.0,1012.5,100.0,2.1
111.24,17.2,-0.6,1013.3,100.0,2.6
96.32,20.6,-1.1,1013.6,100.0,3.1
102.7,23.3,-1.1,1013.7,120.0,2.6
104.69,25.0,-1.1,1013.6,0.0,0.0
112.05,26.7,-1.1,1013.2,0.0,1.5
97.35,28.3,-3.3,1012.3,330.0,1.5
96.87,29.4,-4.4,1011.2,320.0,2.1
96.01,30.6,-5.6,1010.6,320.0,1.5
95.6,32.2,-7.8,1009.8,260.0,4.1
96.39,31.7,-6.1,1009.5,230.0,4.1
93.39,31.1,-7.2,1009.5,280.0,4.1
91.31,29.4,-7.8,1009.8,250.0,1.5
89.7,26.7,-4.4,1010.0,0.0,0.0
87.61,26.1,-5.0,1010.6,0.0,0.0
87.99,23.3,2.2,1011.3,0.0,0.0
87.8,22.2,2.8,1011.6,90.0,3.1
88.64,21.7,-1.1,1011.7,90.0,3.6
87.76,20.0,1.7,1011.9,110.0,2.1
87.31,20.0,-1.7,1012.1,80.0,2.6
88.35,18.9,-1.1,1011.9,80.0,4.6
99.14,18.3,-1.7,1012.0,110.0,3.1
110.93,17.8,-2.8,1012.5,100.0,3.1
114.52,17.2,-2.2,1013.1,110.0,3.1
100.46,17.2,-3.9,1014.2,110.0,1.5
99.21,18.3,-1.7,1015.1,100.0,3.1
91.45,21.1,0.0,1015.6,110.0,4.1
94.08,23.3,-1.1,1016.1,150.0,3.6
97.98,25.6,-1.7,1015.8,120.0,2.6
98.99,28.3,-1.1,1015.2,110.0,4.1
96.0,30.0,-1.1,1014.4,130.0,3.6
97.71,30.6,-3.9,1013.4,130.0,1.5
97.73,31.7,-3.9,1012.7,130.0,2.1
95.89,31.7,-4.4,1012.2,130.0,1.5
97.27,32.2,-4.4,1011.7,130.0,2.6
91.99,31.7,-3.9,1011.8,120.0,3.6
92.12,30.6,-6.1,1012.1,0.0,0.0
90.45,29.4,-3.3,1012.7,360.0,2.6
89.18,28.9,-3.3,1013.1,0.0,0.0
89.29,23.9,3.9,1013.5,0.0,0.0
89.54,23.9,0.0,1013.6,90.0,3.1
88.55,22.2,0.0,1013.7,160.0,1.5
88.28,21.7,-1.1,1013.8,0.0,0.0
88.39,20.0,-0.6,1013.8,100.0,2.1
91.22,20.6,-1.1,1013.2,100.0,3.6
98.89,20.0,-1.7,1013.0,100.0,3.1
104.26,19.4,-1.7,1013.3,110.0,3.1
101.94,17.8,-1.7,1013.6,90.0,3.6
97.21,17.8,-1.1,1014.3,100.0,3.6
93.56,20.0,0.0,1015.0,110.0,3.6
94.21,21.7,-1.1,1015.5,90.0,4.1
95.62,23.9,-0.6,1016.0,100.0,2.1
95.35,26.7,-0.6,1015.6,140.0,3.6
96.28,28.9,0.0,1014.6,110.0,2.6
95.61,31.1,-1.1,1013.3,0.0,0.0
95.57,31.7,-2.8,1012.1,0.0,1.5
95.28,32.8,-3.9,1011.1,270.0,3.6
105.33,32.2,-4.4,1010.1,270.0,1.5
109.24,32.2,-3.9,1009.6,260.0,2.6
118.32,31.7,-6.7,1009.3,270.0,5.7
108.55,30.6,-6.1,1008.9,280.0,4.6
96.02,29.4,-5.6,1009.0,270.0,4.6
89.65,28.3,-5.0,1009.3,270.0,3.1
88.25,27.8,-6.7,1009.2,290.0,2.6
87.86,26.7,-5.0,1009.3,300.0,3.1
88.98,26.1,-5.6,1009.0,270.0,3.1
88.03,24.4,-6.1,1008.9,240.0,2.6
88.95,24.4,-3.9,1009.0,240.0,4.6
91.01,23.9,-1.7,1008.6,230.0,4.6
100.84,23.9,-1.1,1008.5,270.0,2.6
102.89,22.8,-0.6,1008.7,260.0,2.1
92.01,21.7,0.0,1008.5,0.0,0.0
92.75,20.0,0.6,1008.9,0.0,0.0
92.59,21.7,0.6,1008.8,260.0,1.5
90.99,23.3,-1.1,1009.3,10.0,2.1
93.42,25.0,-4.4,1009.4,240.0,6.7
95.63,25.6,-3.3,1009.9,240.0,8.2
95.25,25.0,-3.3,1009.8,250.0,8.2
95.17,25.6,-2.8,1008.9,230.0,6.2
95.22,26.1,-3.3,1008.1,270.0,6.7
100.88,26.1,-2.8,1007.1,250.0,7.7
100.49,26.1,-2.8,1006.8,250.0,7.7
110.79,25.0,-2.8,1006.6,250.0,9.3
117.54,24.4,-2.8,1006.6,240.0,6.7
105.93,23.3,-3.3,1007.2,250.0,6.2
103.36,22.2,-1.7,1007.8,240.0,5.7
103.14,21.7,-6.1,1008.9,290.0,6.7
90.83,21.1,-6.7,1009.6,260.0,2.6
90.98,19.4,-2.2,1009.9,0.0,0.0
90.14,17.8,-2.2,1010.1,230.0,3.1
91.54,17.2,-3.9,1010.4,250.0,1.5
90.41,15.6,-1.7,1010.9,220.0,2.6
89.91,17.8,-12.2,1011.7,10.0,4.6
96.7,16.7,-11.7,1012.1,350.0,6.2
102.88,16.1,-10.6,1012.7,330.0,4.1
96.16,15.6,-10.0,1013.7,340.0,4.1
91.15,15.6,-9.4,1014.6,320.0,7.7
98.37,15.6,-8.3,1015.6,320.0,6.2
88.12,16.7,-7.8,1016.2,320.0,7.7
79.17,18.3,-8.9,1017.1,330.0,10.8
89.42,19.4,-11.1,1017.1,330.0,7.7
90.05,21.1,-17.2,1016.9,330.0,9.8
90.28,21.1,-14.4,1016.5,330.0,6.7
90.03,22.2,-13.3,1015.8,330.0,3.1
90.03,23.3,-13.3,1015.0,270.0,5.7
78.46,23.3,-13.9,1015.0,290.0,6.2
107.14,23.3,-14.4,1014.5,290.0,3.1
118.7,23.3,-12.2,1015.0,260.0,7.2
108.44,21.7,-11.1,1015.3,250.0,5.7
98.68,21.1,-11.1,1016.0,270.0,8.2
85.72,19.4,-8.9,1016.6,250.0,4.1
85.48,17.2,-7.2,1016.9,230.0,2.6
86.93,16.7,-7.8,1016.7,240.0,2.6
86.55,15.6,-7.2,1016.8,230.0,3.1
86.1,16.1,-8.3,1016.6,270.0,2.1
85.86,14.4,-6.1,1016.4,0.0,0.0
87.03,13.9,-6.1,1016.1,0.0,0.0
94.68,13.3,-6.1,1015.8,150.0,1.5
99.7,13.3,-8.3,1016.1,40.0,3.1
91.44,11.1,-5.6,1016.7,0.0,0.0
100.87,11.1,-3.9,1017.3,150.0,1.5
88.22,14.4,-8.3,1017.7,100.0,1.5
87.78,16.7,-6.7,1017.5,100.0,3.6
91.71,20.6,-7.8,1017.4,60.0,4.1
90.55,21.7,-9.4,1017.0,60.0,1.5
91.05,23.9,-10.0,1016.0,0.0,0.0
90.06,24.4,-9.4,1014.8,220.0,3.1
91.74,24.4,-11.7,1013.6,270.0,2.6
89.62,25.6,-10.6,1012.5,200.0,2.1
91.74,26.1,-10.6,1011.6,280.0,5.7
93.31,26.1,-11.1,1010.8,300.0,4.6
102.11,25.0,-10.0,1010.3,250.0,3.1
100.28,23.9,-10.6,1010.1,250.0,2.6
99.33,22.8,-7.2,1009.9,0.0,0.0
99.86,22.2,-7.8,1010.3,130.0,1.5
93.39,20.0,-3.3,1010.2,0.0,0.0
86.94,18.3,-3.3,1010.2,0.0,0.0
87.18,18.3,-3.9,1010.0,110.0,1.5
86.99,16.7,-3.9,1009.9,90.0,2.6
87.4,16.1,-4.4,1009.8,60.0,2.6
86.75,15.0,-4.4,1009.3,100.0,2.1
91.04,13.9,-3.3,1009.0,110.0,2.6
97.06,13.3,-4.4,1009.1,100.0,2.6
88.9,12.2,-3.3,1009.3,100.0,2.1
88.95,12.8,-5.0,1009.8,120.0,1.5
88.79,15.0,-5.6,1010.2,140.0,3.1
92.73,17.2,-6.1,1010.3,100.0,3.1
92.48,20.0,-7.2,1010.3,120.0,2.1
89.29,22.8,-6.7,1009.9,120.0,2.1
95.11,23.9,-7.8,1009.2,0.0,0.0
91.11,26.7,-8.9,1008.0,260.0,4.6
90.49,28.3,-8.3,1006.7,260.0,3.1
90.96,28.3,-8.3,1005.6,270.0,5.1
93.27,28.9,-8.3,1004.7,220.0,4.1
94.19,28.9,-9.4,1004.4,250.0,2.6
103.56,27.8,-8.9,1004.0,230.0,5.1
101.98,26.1,-8.3,1004.0,220.0,3.6
89.89,25.0,-8.3,1004.3,190.0,2.1
84.63,24.4,-9.4,1004.7,240.0,2.1
84.57,22.8,-7.8,1004.8,240.0,2.1
83.28,21.7,-6.1,1004.8,240.0,3.1
83.0,21.7,-6.7,1004.8,280.0,1.5
84.56,21.1,-5.0,1004.7,330.0,2.1
86.03,18.3,-3.3,1004.8,130.0,1.5
85.25,16.7,-2.2,1005.0,80.0,3.6
85.19,15.6,-3.3,1005.0,80.0,3.1
84.77,15.6,-3.3,1005.5,100.0,3.6
86.12,14.4,-3.9,1005.9,100.0,3.6
85.61,14.4,-4.4,1006.6,80.0,4.1
87.65,16.7,-5.0,1007.3,80.0,4.6
88.92,19.4,-3.9,1007.8,110.0,3.6
89.1,21.7,-5.0,1008.4,0.0,0.0
89.81,24.4,-5.6,1008.4,0.0,0.0
99.86,25.0,-7.8,1008.4,0.0,1.5
93.05,27.2,-6.7,1007.9,230.0,4.1
88.79,28.3,-6.1,1007.4,240.0,5.1
86.75,29.4,-5.0,1006.8,250.0,5.1
85.99,30.0,-5.0,1006.6,230.0,6.2
88.26,30.0,-7.2,1006.6,260.0,6.7
89.39,28.3,-7.2,1006.9,250.0,5.7
87.53,27.2,-6.7,1007.4,250.0,3.1
87.67,26.7,-7.8,1008.0,280.0,4.6
86.21,22.8,-5.0,1009.3,220.0,2.6
86.99,21.7,-8.3,1010.2,260.0,2.1
86.86,22.8,-13.9,1010.5,270.0,4.6
88.25,19.4,-10.0,1011.0,250.0,3.6
86.58,17.8,-11.1,1011.6,240.0,4.1
86.04,17.2,-11.7,1012.3,240.0,3.1
